object,split,label,image,mask
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0349.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0350.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0351.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0352.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0353.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0354.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0355.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0356.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0357.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0358.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0359.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0360.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0361.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0362.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0363.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0364.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0365.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0366.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0367.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0368.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0369.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0370.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0371.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0372.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0373.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0374.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0375.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0376.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0377.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0378.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0379.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0380.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0381.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0382.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0383.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0384.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0385.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0386.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0387.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0388.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0389.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0390.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0391.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0392.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0393.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0394.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0395.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0396.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0397.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0398.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0399.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0400.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0401.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0402.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0403.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0404.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0405.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0406.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0407.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0408.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0409.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0410.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0411.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0412.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0413.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0414.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0415.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0416.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0417.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0418.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0419.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0420.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0421.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0422.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0423.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0424.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0425.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0426.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0427.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0428.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0429.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0430.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0431.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0432.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0433.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0434.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0435.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0436.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0437.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0438.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0439.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0440.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0441.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0442.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0443.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0444.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0445.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0446.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0447.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0448.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0449.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0450.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0451.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0452.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0453.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0454.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0455.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0456.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0457.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0458.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0459.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0460.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0461.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0462.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0463.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0464.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0465.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0466.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0467.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0468.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0469.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0470.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0471.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0472.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0473.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0474.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0475.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0476.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0477.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0478.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0479.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0480.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0481.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0482.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0483.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0484.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0485.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0486.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0487.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0488.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0489.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0490.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0491.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0492.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0493.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0494.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0495.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0496.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0497.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0498.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0499.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0500.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0501.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0502.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0503.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0504.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0505.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0506.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0507.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0508.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0509.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0510.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0511.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0512.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0513.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0514.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0515.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0516.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0517.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0518.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0519.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0520.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0521.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0522.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0523.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0524.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0525.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0526.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0527.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0528.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0529.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0530.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0531.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0532.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0533.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0534.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0535.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0536.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0537.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0538.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0539.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0540.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0541.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0542.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0543.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0544.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0545.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0546.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0547.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0548.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0549.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0550.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0551.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0552.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0553.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0554.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0555.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0556.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0557.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0558.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0559.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0560.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0561.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0562.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0563.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0564.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0565.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0566.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0567.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0568.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0569.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0570.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0571.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0572.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0573.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0574.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0575.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0576.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0577.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0578.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0579.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0580.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0581.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0582.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0583.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0584.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0585.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0586.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0587.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0588.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0589.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0590.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0591.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0592.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0593.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0594.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0595.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0596.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0597.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0598.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0599.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0600.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0601.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0602.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0603.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0604.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0605.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0606.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0607.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0608.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0609.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0610.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0611.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0612.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0613.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0614.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0615.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0616.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0617.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0618.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0619.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0620.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0621.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0622.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0623.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0624.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0625.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0626.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0627.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0628.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0629.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0630.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0631.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0632.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0633.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0634.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0635.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0636.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0637.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0638.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0639.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0640.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0641.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0642.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0643.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0644.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0645.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0646.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0647.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0648.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0649.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0650.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0651.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0652.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0653.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0654.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0655.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0656.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0657.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0658.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0659.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0660.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0661.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0662.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0663.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0664.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0665.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0666.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0667.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0668.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0669.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0670.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0671.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0672.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0673.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0674.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0675.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0676.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0677.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0678.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0679.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0680.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0681.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0682.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0683.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0684.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0685.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0686.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0687.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0688.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0689.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0690.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0691.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0692.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0693.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0694.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0695.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0696.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0697.jpg,
